replicate,seed,success,error,selected_lambda,selected_init,penalized_bic,refit_loglik,refit_bic,screened_original_indices,screened_features,active_original_indices,active_counts,seconds,pi_0,pi_1,intercept_0,beta_0_1,beta_0_2,beta_0_3,beta_0_4,beta_0_5,beta_0_6,beta_0_7,beta_0_8,beta_0_9,beta_0_10,beta_0_11,beta_0_12,beta_0_13,beta_0_14,beta_0_15,beta_0_16,beta_0_17,beta_0_18,beta_0_19,beta_0_20,beta_0_21,beta_0_22,beta_0_23,beta_0_24,beta_0_25,beta_0_26,beta_0_27,beta_0_28,beta_0_29,beta_0_30,beta_0_31,beta_0_32,beta_0_33,beta_0_34,beta_0_35,beta_0_36,beta_0_37,beta_0_38,beta_0_39,beta_0_40,beta_0_41,beta_0_42,beta_0_43,beta_0_44,beta_0_45,beta_0_46,beta_0_47,beta_0_48,beta_0_49,beta_0_50,beta_0_51,beta_0_52,beta_0_53,beta_0_54,intercept_1,beta_1_1,beta_1_2,beta_1_3,beta_1_4,beta_1_5,beta_1_6,beta_1_7,beta_1_8,beta_1_9,beta_1_10,beta_1_11,beta_1_12,beta_1_13,beta_1_14,beta_1_15,beta_1_16,beta_1_17,beta_1_18,beta_1_19,beta_1_20,beta_1_21,beta_1_22,beta_1_23,beta_1_24,beta_1_25,beta_1_26,beta_1_27,beta_1_28,beta_1_29,beta_1_30,beta_1_31,beta_1_32,beta_1_33,beta_1_34,beta_1_35,beta_1_36,beta_1_37,beta_1_38,beta_1_39,beta_1_40,beta_1_41,beta_1_42,beta_1_43,beta_1_44,beta_1_45,beta_1_46,beta_1_47,beta_1_48,beta_1_49,beta_1_50,beta_1_51,beta_1_52,beta_1_53,beta_1_54,extra_1_log_alpha,alpha_1
436,1699924481,True,,25.0,kmeans_glm,8257.828836491082,-3914.105223593447,8219.023723005155,"[0, 5, 16, 12, 11, 28, 18, 38, 14, 9, 22, 26, 21, 1, 17, 13, 15, 3, 25, 19, 6, 42, 49, 48, 47, 10, 24, 52, 33, 45, 32, 23, 41, 20, 30, 37, 27, 31, 54, 51, 4, 35, 7, 34, 43, 39, 8, 50, 53, 46, 44]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""lnum"", ""lfam"", ""plan_11"", ""mdeoff"", ""num"", ""fmde"", ""xghindx"", ""logc"", ""coins"", ""fchild"", ""ghindx"", ""pioff"", ""black"", ""hlthp"", ""lpi"", ""female"", ""plan_16"", ""site_5"", ""site_4"", ""site_3"", ""mhi"", ""hlthf"", ""year_3"", ""plan_6"", ""plan_19"", ""plan_5"", ""hlthg"", ""plan_15"", ""idp"", ""plan_3"", ""plan_10"", ""linc"", ""plan_4"", ""year_5"", ""year_2"", ""income"", ""plan_8"", ""educdec"", ""plan_7"", ""plan_17"", ""plan_13"", ""time"", ""site_6"", ""year_4"", ""site_2"", ""plan_18""]","[[5, 16, 12, 11, 28, 18, 38, 22, 1, 3, 25, 6, 42, 49, 48, 47, 52, 20, 30, 37, 31, 54, 35, 7, 34, 43, 50, 53, 46, 44], [5, 16, 12, 11, 38, 14, 25, 49, 7, 50, 53]]","[30, 11]",1437.8847365379333,0.827705140515963,0.1722948594840369,-2.3951290391648365,0.041609590590886605,0.0,-0.06427683384960162,0.0,0.17844987501152026,0.15081060974610372,0.10715933497349933,0.0,0.0,0.0,0.04028510248226742,0.03909146705138481,0.0,0.0,0.0,-0.12426658515037334,0.0,-0.02272583562695175,0.0,0.06117734506472584,0.0,-0.15320575789334848,0.0,0.0,0.08006684560410018,0.0,0.0,-0.02276917805007091,0.0,-1.1382287686294885,-0.13941534096215286,0.0,0.0,0.11609478956726729,0.041024622186720754,0.0,-0.05542868618553523,0.2365132083776137,0.0,0.0,0.0,-0.17723987945019404,0.15083803924934688,0.09435572870940935,0.0,-0.17533779495220647,0.05296721403836332,-0.33755851073668486,-0.17369216521768707,-0.41483704394246895,0.0,-1.0921347100254497,-0.30727364889984116,-1.0190939683535691,0.24210422785209323,0.0,0.0,0.0,0.0,0.12227670640590042,0.0,0.3179725771402109,0.0,0.0,0.0,0.2759008996217793,0.2294783818427383,0.0,-0.18057358461694958,0.0,-0.6072915123194912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01028775528545696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11491451844357461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24492503585374395,0.4666013192185711,0.0,0.0,0.15128102877507388,0.0,1.8468019387791923,6.339512918603957
437,262683730,True,,25.0,quantile_glm,7560.24777908065,-3600.7902059070857,7505.546293006153,"[0, 5, 16, 12, 1, 38, 26, 14, 22, 13, 17, 21, 28, 18, 11, 3, 9, 47, 41, 15, 10, 42, 52, 19, 49, 48, 6, 25, 45, 32, 23, 24, 53, 33, 51, 40, 43, 54, 2, 30, 50, 31, 34, 36, 35, 8, 39, 29, 4, 44, 7]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""coins"", ""plan_11"", ""xghindx"", ""mdeoff"", ""fmde"", ""ghindx"", ""fchild"", ""logc"", ""lnum"", ""lfam"", ""disea"", ""black"", ""num"", ""site_3"", ""plan_15"", ""pioff"", ""mhi"", ""plan_16"", ""year_3"", ""lpi"", ""site_5"", ""site_4"", ""female"", ""hlthp"", ""plan_19"", ""plan_5"", ""hlthg"", ""hlthf"", ""year_4"", ""plan_6"", ""year_2"", ""plan_14"", ""plan_17"", ""year_5"", ""tookphys"", ""plan_3"", ""site_6"", ""plan_4"", ""plan_7"", ""plan_9"", ""plan_8"", ""time"", ""plan_13"", ""plan_2"", ""income"", ""plan_18"", ""educdec""]","[[5, 16, 38, 22, 21, 11, 47, 41, 15, 42, 52, 48, 6, 23, 24, 53, 43, 54, 30, 50, 34, 29], [5, 16, 12, 1, 38, 3, 47, 50, 7]]","[22, 9]",1269.0796818733215,0.8185854274245826,0.18141457257541743,-3.0536559061566493,0.0,0.0,0.0,0.0,0.2965589760503287,0.2155157634203231,0.0,0.0,0.0,0.0,0.07274611830477408,0.0,0.0,0.0,0.20420847499369613,-0.09000939915136344,0.0,0.0,0.0,0.0,0.2856822868450911,-0.5256777518608632,-0.06334587698993172,0.04300602524765678,0.0,0.0,0.0,0.0,0.08183412510918568,-0.07915763309098849,0.0,0.0,0.0,0.14907586628347447,0.0,0.0,0.0,0.24437075359460145,0.0,0.0,-2.020916952064212,-0.31086392609042,0.195626952566888,0.0,0.0,0.0,0.15251157066217777,-0.22129696195084456,0.0,-0.2885082049779492,0.0,-1.7478813985792134,-1.0778379575698906,-1.02075438392354,0.011775356611352624,-0.3959908139802907,0.0,-0.3996123274912504,0.0,0.1859522763339208,0.0,0.2775987590330814,0.0,0.0,0.0,0.0,0.32508535893855556,0.0,0.0,0.0,-0.4616471398671724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11273285843753575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19042267362050047,0.0,0.0,0.5491853168568697,0.0,0.0,0.0,0.0,1.4809551942352137,4.39714380200011
438,1656757512,True,,50.0,kmeans_glm,8236.721297633936,-3975.1896671878417,8150.128342016128,"[0, 5, 16, 12, 11, 26, 13, 28, 18, 9, 14, 3, 17, 38, 22, 10, 1, 6, 25, 15, 21, 2, 52, 23, 47, 49, 42, 19, 24, 4, 32, 51, 33, 41, 27, 45, 54, 30, 39, 37, 48, 53, 36, 34, 35, 46, 29, 8, 43, 20, 31]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""xghindx"", ""ghindx"", ""lnum"", ""lfam"", ""num"", ""mdeoff"", ""black"", ""fchild"", ""plan_11"", ""fmde"", ""mhi"", ""coins"", ""female"", ""hlthp"", ""pioff"", ""logc"", ""tookphys"", ""year_3"", ""hlthg"", ""site_3"", ""site_5"", ""plan_16"", ""lpi"", ""hlthf"", ""income"", ""plan_5"", ""year_2"", ""plan_6"", ""plan_15"", ""linc"", ""plan_19"", ""year_5"", ""plan_3"", ""plan_13"", ""plan_10"", ""site_4"", ""year_4"", ""plan_9"", ""plan_7"", ""plan_8"", ""site_2"", ""plan_2"", ""time"", ""plan_17"", ""idp"", ""plan_4""]","[[5, 11, 3, 22, 6, 25, 21, 52, 47, 42, 4, 41, 34, 29], [16, 12, 11, 25, 53]]","[14, 5]",1154.8106524944305,0.8251025313884501,0.17489746861154992,-2.313280070876092,0.0,0.0,-0.16830535488011725,0.13200602679920978,0.28184946879966954,0.13391144164625762,0.0,0.0,0.0,0.0,0.08164105172112313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528610405080087,-0.3256733149161455,0.0,0.0,0.08101265304166094,0.0,0.0,0.0,0.06584904221667481,0.0,0.0,0.0,0.0,0.10676406487431943,0.0,0.0,0.0,0.0,0.0,0.0,-0.14802259834266948,-0.17126056914364016,0.0,0.0,0.0,0.0,0.24799297031648532,0.0,0.0,0.0,0.0,-1.7987381900992716,0.0,0.0,0.49560686857444414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17721979514223915,0.3362875223064655,0.0,0.0,0.0,-0.6828398512346253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10436018808795666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17050018877242162,0.0,1.8988050549425812,6.67790993723355
439,1515464125,True,,50.0,kmeans_glm,7851.4524663843895,-3820.9407923885465,7841.630592417538,"[0, 5, 16, 38, 12, 14, 22, 11, 26, 21, 13, 3, 1, 9, 28, 18, 42, 15, 17, 49, 47, 6, 52, 25, 10, 48, 33, 19, 7, 4, 45, 32, 23, 2, 27, 41, 37, 54, 53, 24, 43, 46, 8, 35, 51, 29, 30, 20, 36, 39, 40]","[""Intercept"", ""xage"", ""child"", ""plan_11"", ""physlm"", ""mdeoff"", ""fmde"", ""disea"", ""xghindx"", ""logc"", ""ghindx"", ""black"", ""coins"", ""num"", ""lnum"", ""lfam"", ""plan_16"", ""pioff"", ""fchild"", ""site_5"", ""site_3"", ""female"", ""year_3"", ""hlthp"", ""mhi"", ""site_4"", ""plan_6"", ""lpi"", ""educdec"", ""income"", ""plan_19"", ""plan_5"", ""hlthg"", ""tookphys"", ""linc"", ""plan_15"", ""plan_10"", ""year_5"", ""year_4"", ""hlthf"", ""plan_17"", ""site_2"", ""time"", ""plan_8"", ""year_2"", ""plan_2"", ""plan_3"", ""idp"", ""plan_9"", ""plan_13"", ""plan_14""]","[[5, 38, 12, 22, 11, 21, 13, 3, 1, 42, 47, 6, 52, 25, 48, 7, 2, 43, 29], []]","[19, 0]",1366.5460319519043,0.8396762921678054,0.1603237078321946,-3.0258096447581115,-0.1294331614132939,0.08160965375711261,-0.18453727791396543,0.0,0.35321595627232377,0.13871849832662644,0.14110753619083255,0.0,0.0,0.0,0.04116781543502758,0.06193454941677478,-0.10231908543810495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03887627887434792,-0.15385307889663957,0.0,0.0,0.013255718714560449,0.0,0.0,0.0,0.11191240258861368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1419431711161004,0.0,0.0,0.0,-3.3245217792996713,0.12152972627381493,0.0,0.0,0.0,0.10160010531307023,-0.20900057794201443,0.0,0.0,0.0,-1.793422361491051,0.0,0.0,0.9121832009594952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.291191317105359,9.886708873566366
440,924204976,True,,100.0,quantile_glm,7533.190859018143,-3697.5484610179624,7473.2595771995775,"[0, 5, 16, 28, 18, 12, 9, 26, 17, 3, 13, 11, 22, 1, 10, 38, 14, 4, 42, 21, 49, 52, 15, 46, 24, 23, 48, 7, 19, 47, 45, 54, 25, 51, 33, 32, 27, 50, 41, 40, 6, 34, 35, 53, 30, 8, 37, 2, 39, 31, 29]","[""Intercept"", ""xage"", ""child"", ""lnum"", ""lfam"", ""physlm"", ""num"", ""xghindx"", ""fchild"", ""black"", ""ghindx"", ""disea"", ""fmde"", ""coins"", ""mhi"", ""plan_11"", ""mdeoff"", ""income"", ""plan_16"", ""logc"", ""site_5"", ""year_3"", ""pioff"", ""site_2"", ""hlthf"", ""hlthg"", ""site_4"", ""educdec"", ""lpi"", ""site_3"", ""plan_19"", ""year_5"", ""hlthp"", ""year_2"", ""plan_6"", ""plan_5"", ""linc"", ""site_6"", ""plan_15"", ""plan_14"", ""female"", ""plan_7"", ""plan_8"", ""year_4"", ""plan_3"", ""time"", ""plan_10"", ""tookphys"", ""plan_13"", ""plan_4"", ""plan_2""]","[[5, 16, 11, 21, 50], []]","[5, 0]",1426.1975302696228,0.8591012896503325,0.1408987103496676,-1.9469600881480187,0.0,0.0,0.0,0.0,0.15546298959586707,0.0,0.0,0.0,0.0,0.0,0.14225658042049924,0.0,0.0,0.0,0.0,-0.26058201942906206,0.0,0.0,0.0,0.0,-0.20731816071432188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3400154801829816,0.0,0.0,0.0,0.0,0.7671486054971463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4029847900786208,11.056127399611373
441,1662143276,True,,50.0,kmeans_glm,7375.800824887093,-3561.547723187306,7305.474975089801,"[0, 5, 11, 16, 28, 18, 26, 12, 9, 24, 13, 3, 17, 38, 22, 14, 21, 10, 1, 47, 49, 6, 52, 15, 48, 42, 25, 51, 37, 19, 34, 32, 45, 54, 23, 36, 30, 46, 4, 50, 35, 41, 20, 53, 44, 39, 43, 29, 31, 2, 33]","[""Intercept"", ""xage"", ""disea"", ""child"", ""lnum"", ""lfam"", ""xghindx"", ""physlm"", ""num"", ""hlthf"", ""ghindx"", ""black"", ""fchild"", ""plan_11"", ""fmde"", ""mdeoff"", ""logc"", ""mhi"", ""coins"", ""site_3"", ""site_5"", ""female"", ""year_3"", ""pioff"", ""site_4"", ""plan_16"", ""hlthp"", ""year_2"", ""plan_10"", ""lpi"", ""plan_7"", ""plan_5"", ""plan_19"", ""year_5"", ""hlthg"", ""plan_9"", ""plan_3"", ""site_2"", ""income"", ""site_6"", ""plan_8"", ""plan_15"", ""idp"", ""year_4"", ""plan_18"", ""plan_13"", ""plan_17"", ""plan_2"", ""plan_4"", ""tookphys"", ""plan_6""]","[[5, 11, 16, 24, 3, 21, 10, 1, 47, 48, 25, 34, 50, 35, 43, 29], [11]]","[16, 1]",916.3989272117615,0.8500912124807087,0.1499087875192913,-2.179365223747201,-0.23219333814584087,0.0,-0.11148793227903481,0.0,0.21718680504039775,0.0,0.0,0.0,0.0,-0.05662490422100986,0.1021734927445546,0.0,0.0,0.0,0.0,-0.19763572157376638,0.0,0.0,0.0,0.0,-0.25499726303349296,0.0,0.0,0.10337754233323414,0.07935189761911501,0.0,0.0,0.0,0.13022589693540926,0.0,0.0,0.0,0.0,0.10623499322195416,0.08106164786388777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10362828063512766,0.0,0.0,0.0,0.20966084220644068,-0.144040304186825,0.0,-0.23455022012583912,0.0,0.0,0.0,0.0,0.6075130684299378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41597139697211166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.217451090814366,9.18389209999588
442,442703033,True,,50.0,kmeans_glm,8224.925167395002,-3970.801697841791,8150.037142786655,"[0, 5, 16, 12, 11, 3, 28, 18, 9, 1, 26, 17, 38, 13, 14, 22, 21, 49, 42, 4, 27, 6, 10, 43, 46, 48, 47, 24, 23, 15, 52, 41, 34, 32, 19, 33, 53, 54, 31, 25, 45, 40, 30, 7, 20, 44, 8, 50, 29, 35, 51]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""disea"", ""black"", ""lnum"", ""lfam"", ""num"", ""coins"", ""xghindx"", ""fchild"", ""plan_11"", ""ghindx"", ""mdeoff"", ""fmde"", ""logc"", ""site_5"", ""plan_16"", ""income"", ""linc"", ""female"", ""mhi"", ""plan_17"", ""site_2"", ""site_4"", ""site_3"", ""hlthf"", ""hlthg"", ""pioff"", ""year_3"", ""plan_15"", ""plan_7"", ""plan_5"", ""lpi"", ""plan_6"", ""year_4"", ""year_5"", ""plan_4"", ""hlthp"", ""plan_19"", ""plan_14"", ""plan_3"", ""educdec"", ""idp"", ""plan_18"", ""time"", ""site_6"", ""plan_2"", ""plan_8"", ""year_2""]","[[5, 16, 11, 3, 1, 13, 22, 42, 27, 6, 10, 43, 48, 47, 41, 34, 7, 50, 29], [12]]","[19, 1]",944.9396860599518,0.8300024030128557,0.16999759698714426,-2.0555539933550713,-0.09419764796770463,0.0,-0.11567272169248302,0.0,0.19115479471356683,0.16883807279238014,0.10009946888375404,0.0,0.0,-0.03986029084482348,0.054202368832969326,0.0,-0.12275886937918494,0.0,0.0,-0.09602524033836796,0.0,0.0,0.0,0.0,0.0,-0.20537061546641022,0.0,0.0,0.0,0.0,0.09432297544876903,0.0,0.09299732316955395,0.0,0.0,0.0,0.0,0.1393410378175619,0.0,0.0,0.0,0.0,0.0,0.0,-0.10823175879011208,-0.18692892749381823,0.08480879582932054,0.0,0.0,0.0,0.15623802466684625,-0.1945697074215993,0.0,-0.26617449378638913,0.0,0.0,0.0,0.0,0.8176367518226397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638109719669582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215514830818937,9.166126901692012
443,2112367441,True,,50.0,kmeans_glm,8078.9089337313635,-3912.689143574583,8025.1272947896105,"[0, 5, 16, 12, 26, 13, 38, 28, 18, 3, 11, 17, 9, 14, 22, 1, 21, 10, 42, 46, 48, 49, 15, 32, 41, 52, 47, 34, 6, 7, 2, 4, 19, 23, 51, 36, 54, 50, 27, 33, 30, 37, 20, 45, 24, 25, 43, 8, 31, 39, 53]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""xghindx"", ""ghindx"", ""plan_11"", ""lnum"", ""lfam"", ""black"", ""disea"", ""fchild"", ""num"", ""mdeoff"", ""fmde"", ""coins"", ""logc"", ""mhi"", ""plan_16"", ""site_2"", ""site_4"", ""site_5"", ""pioff"", ""plan_5"", ""plan_15"", ""year_3"", ""site_3"", ""plan_7"", ""female"", ""educdec"", ""tookphys"", ""income"", ""lpi"", ""hlthg"", ""year_2"", ""plan_9"", ""year_5"", ""site_6"", ""linc"", ""plan_6"", ""plan_3"", ""plan_10"", ""idp"", ""plan_19"", ""hlthf"", ""hlthp"", ""plan_17"", ""time"", ""plan_4"", ""plan_13"", ""year_4""]","[[5, 16, 12, 13, 38, 3, 11, 22, 1, 21, 42, 48, 49, 47, 34, 6, 7, 50, 43], []]","[19, 0]",1320.6015796661377,0.8366103117659693,0.16338968823403074,-2.084301104254455,-0.07261078613619597,0.0,-0.027269288402215732,0.0,0.21645336556464223,0.14013865667817116,0.08772658687515168,0.0,0.0,0.0,0.01458040014098641,0.046494444950431854,-0.11535162182122222,0.0,0.0,-0.20145483094014122,0.0,0.0,0.0,0.0,0.13350573255309808,-0.3186620571750946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20631071901262343,0.0,0.0,0.0,0.16785508483659498,0.0,0.0,0.0,-0.10681373108754089,0.1417500835589371,0.0,0.0,0.0,0.09989471743721409,-0.22459097963491545,-0.13224993936181442,-0.4503223605722874,0.0,0.0,0.0,0.0,0.9134949394195674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3054369831899426,10.028559607033687
444,1717738741,True,,50.0,kmeans_glm,8029.959121853103,-3841.739371106783,7935.336186629779,"[0, 5, 16, 12, 26, 11, 13, 28, 18, 9, 3, 17, 38, 1, 24, 10, 22, 14, 21, 25, 49, 48, 6, 47, 52, 46, 15, 4, 41, 42, 40, 32, 30, 19, 33, 34, 54, 23, 45, 51, 27, 7, 37, 43, 2, 44, 29, 8, 31, 53, 36]","[""Intercept"", ""xage"", ""child"", ""physlm"", ""xghindx"", ""disea"", ""ghindx"", ""lnum"", ""lfam"", ""num"", ""black"", ""fchild"", ""plan_11"", ""coins"", ""hlthf"", ""mhi"", ""fmde"", ""mdeoff"", ""logc"", ""hlthp"", ""site_5"", ""site_4"", ""female"", ""site_3"", ""year_3"", ""site_2"", ""pioff"", ""income"", ""plan_15"", ""plan_16"", ""plan_14"", ""plan_5"", ""plan_3"", ""lpi"", ""plan_6"", ""plan_7"", ""year_5"", ""hlthg"", ""plan_19"", ""year_2"", ""linc"", ""educdec"", ""plan_10"", ""plan_17"", ""tookphys"", ""plan_18"", ""plan_2"", ""time"", ""plan_4"", ""year_4"", ""plan_9""]","[[5, 16, 11, 28, 18, 3, 38, 1, 10, 22, 21, 25, 6, 47, 52, 42, 30, 34, 43, 29, 36], [5, 16, 12, 11]]","[21, 4]",1854.7711610794067,0.8294717051234328,0.17052829487656715,-2.7104659444397803,-0.07786388719969488,0.0,-0.19640562528050992,0.0,0.2764731757397606,0.15720553451754551,0.0,0.0,0.0,-0.06087176905648269,0.03997138701610493,0.0,0.0,0.0,0.0,-0.07828214328549093,0.0,-0.02713969486767866,0.0,0.0,0.10426814516996785,-0.32304028189142614,0.0,0.0,0.08202383511174877,0.0,0.0,-0.027143277231517462,0.12491559039726303,-2.3514419681266663,0.0,0.0,0.0,0.2065319453410424,0.0,0.14393389667092035,0.0,0.15948664366658402,0.0,0.0,0.0,-0.15166752735187472,0.1665947214647849,0.0,0.0,0.0,0.22220157856602654,0.0,0.0,0.0,0.0,-1.903928232865444,0.0,0.0,0.46880523659778883,0.0,0.0,0.0,0.0,0.11401956392750003,0.0,0.0,0.0,0.0,0.0,0.24771114075044684,0.30883465993377246,0.0,0.0,0.0,-0.5417562076927773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8096533139305857,6.108329392396634
445,1451875617,True,,50.0,quantile_glm,8107.196111659071,-3886.3218794088248,7998.4469848459785,"[0, 5, 16, 11, 28, 18, 12, 9, 17, 26, 13, 3, 1, 47, 38, 14, 49, 42, 10, 22, 52, 6, 48, 23, 21, 45, 30, 51, 24, 33, 25, 41, 39, 54, 31, 43, 7, 15, 32, 50, 2, 8, 53, 46, 44, 35, 19, 34, 37, 40, 29]","[""Intercept"", ""xage"", ""child"", ""disea"", ""lnum"", ""lfam"", ""physlm"", ""num"", ""fchild"", ""xghindx"", ""ghindx"", ""black"", ""coins"", ""site_3"", ""plan_11"", ""mdeoff"", ""site_5"", ""plan_16"", ""mhi"", ""fmde"", ""year_3"", ""female"", ""site_4"", ""hlthg"", ""logc"", ""plan_19"", ""plan_3"", ""year_2"", ""hlthf"", ""plan_6"", ""hlthp"", ""plan_15"", ""plan_13"", ""year_5"", ""plan_4"", ""plan_17"", ""educdec"", ""pioff"", ""plan_5"", ""site_6"", ""tookphys"", ""time"", ""year_4"", ""site_2"", ""plan_18"", ""plan_8"", ""lpi"", ""plan_7"", ""plan_10"", ""plan_14"", ""plan_2""]","[[5, 16, 11, 28, 18, 3, 1, 47, 38, 42, 52, 6, 48, 21, 43, 7, 50, 34], [16, 11, 50, 40]]","[18, 4]",1210.9499773979187,0.8143030888231266,0.18569691117687337,-2.4666822131546247,-0.05562623280991158,0.0,-0.0658242118735805,0.0,0.18380055679096538,0.14018689993981803,0.10326016345454839,0.0,0.0,0.0,0.14881697763076626,0.0,0.0,0.0,0.0,-0.15472229396183587,0.0,-0.02929745362556475,0.0,0.0,0.016331510531335757,0.0,0.0,0.0,0.0,0.0,0.0,-0.02929198750515329,0.0,0.0,0.0,0.0,0.0,0.10650063148129078,0.0,0.0,0.0,0.3214511229478476,0.0,0.0,0.0,-0.4174867096544475,0.11375455533025915,0.0,0.0,0.0,0.19827681667675398,-0.18473451635772878,0.0,-0.3043311413012828,0.0,-1.9152809478030006,0.0,0.0,0.3203176166748722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27772221798479857,0.0,0.0,0.0,0.0,-0.841062579781901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283794919253581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4620077073656215,0.0,0.0,0.0,0.0,1.7334375084353655,5.6600770683314385
